Comments,Sentiments,Like,Haha,Angry,Love,Care,Sad,Wow
শুভকামনা ভালোবাসা অবিরাম,Positive ,0,0,0,0,0,0,0
বিশ্বাস করেন আমি পাশের বেডাডারে কাক্কু কাদের মনে করছিলাম,Neutral ,0,0,0,0,0,0,0
"মীম সৌন্দর্য, অভিনয় ও মেকআপ প্রতিটি ক্ষেত্রেই আভিজাত্যের ছাপ রেখে কাজ করেন।",Positive ,1,0,0,0,0,0,0
মাশাআল্লাহ 🥰কুইন 🥰সুন্দর মানুষ কে সব কিছুতেই সুন্দর লাগে,Positive ,4,0,0,1,0,0,0
অনেকটাই কিউট,Positive ,0,0,0,0,0,0,0
ও প্রিয় তমা,Positive ,3,0,0,2,0,0,0
অসাধারণ প্রিয়,Positive ,3,0,0,1,0,0,0
সুন্দর মডেল,Positive ,1,0,0,0,0,0,0
শহীদুল্লাহ্ কায়সার! একদম অবিকল উনার মত,Positive ,0,0,0,0,0,0,0
দিদি থ্যাংক ইউ সো মাচ আমার পোস্ট শেয়ার করার জন্য😍....... আমি বেশ অবাকই হলাম আপনি আমার পোস্ট শেয়ার করেছেন আর আবেগে আপ্লুত হয়ে গেলাম💙,Positive ,0,0,0,1,0,0,0
সুন্দরী ললিতা,Positive ,3,0,0,1,1,0,1
দেখে তো মনে হয় ছোট্ট,Negative ,0,0,0,0,0,0,0
অসাধারণ,Positive ,0,0,0,0,0,0,0
তুমি🥰,Positive ,0,0,0,0,0,0,0
ওয়াও,Positive ,0,0,0,0,0,0,0
অনেক সুন্দর,Positive ,1,0,0,0,0,0,0
"দেখে মনে হচ্ছে পোলাও তে মিস যাওয়া
সোনালী মুরগির রোস্ট।",Negative ,0,0,0,0,0,0,0
বাংলাদেশের দীপিকা পাড়ুকোন,Positive ,2,0,0,0,0,0,0
চিহ চিহ চিহ,Negative ,1,0,0,0,0,0,0
"কবিরাজের কাছে গিয়েছিলাম তোমাকে কাছে পাবার তা-বি-জ আনতে.!🙂
- গিয়ে শুনি কবিরাজের বউ গেছেগা অন্য বেডার লগে",Negative ,0,1,0,0,0,0,0
নতুন করে আবার কামড় উঠলো নাকি,Negative ,0,0,0,0,0,0,0
ছি ছি বউ হয়ে এমন পোশাক পড়ো,Negative ,0,0,0,0,0,0,0
সোশ্যাল মিডিয়াতে একটা ভালো অভিনয় করতে পারো,Positive ,1,0,0,0,0,0,0
"নায়ক নায়িকাদের দের প্রতি যুবকরা যে ভালোবাসা দেখায় সেই ভালোবাসা যদি আমাদের আলেমদের জন্য দেখাতো একটা আলেম ও জেলে থাকতে পারতো না
১০০ % সত্য কথা",Neutral ,3,1,0,1,2,0,0
মিম তুমি কিসে আটকাবে,Negative ,0,0,0,0,0,0,0
খুব কাছের একজন মানুষ দেখাও!',Neutral ,0,0,0,0,0,0,0
আমিও,Positive ,0,0,0,0,0,0,0
এগুলো দেশটাকে নষ্ট করবে,Negative ,0,0,0,0,0,0,0
আর তোমার প্রেমে পড়েছে সবাই,Positive ,0,0,0,0,0,0,0
"মৃত্যু মানেই মুক্তি নয়!!
কবর দেখছো...!
কিন্তু কবরের আযাব দেখনি!",Neutral ,0,0,0,0,0,0,0
সেই চরিত্রটা হয়তো আমি।,Positive ,0,0,0,0,0,0,0
"ওয়াও থ্রিলার সিরিজ আমার ক্রাশ, ভালোবাসা অবিরাম",Positive ,1,0,0,3,0,0,0
"শুভকামনা রইল,, কি করবো আমরা কপালপোড়ারা দেশের বাইরে থেকে কিভাবে দেখব
আমরা সব দিক থেকে বঞ্চিত দেশের ভালোবাসা থেকে, প্রিয়জনের ভালোবাসা থেকে, প্রিয় মানুষগুলো থেকে, তাই শুভকামনা ছাড়া আর কিছুই করার নেই আমাদের",Positive ,0,0,0,0,0,0,0
সুকেশিনী,Positive ,4,0,0,1,0,0,0
প্রিয় অভিনেত্রী,Positive ,0,0,0,0,0,0,0
বেশ,Positive ,0,0,0,0,0,0,0
অপেক্ষায় আছি।,Positive ,5,0,0,1,0,0,0
রেডি আছি,Positive ,0,0,0,0,0,0,0
আপনার ব্যবহার ও আচরণ অনেক সুন্দর এবং ভদ্র,Positive ,0,0,0,0,0,0,0
আপনাকে এই শাড়ীতে অসম্ভব সুন্দর লাগতেছে।,Positive ,2,0,0,0,0,0,0
আহারে 🙂,Positive ,0,0,0,0,0,0,0
আগুন,Positive ,0,0,0,0,0,0,0
ভালোবাসা অবিরাম,Positive ,0,0,0,0,0,0,0
সুন্দর হয়েছে,Positive ,2,0,0,0,0,0,0
দারুণ লাগছে,Positive ,3,0,0,1,2,0,0
আমি যখন তাকে ফিরিয়ে দেই🙄সে এমনি ভাবে আমার দিকে তাকিয়ে থাকে,Positive ,4,0,0,0,1,0,0
কি চমৎকার,Positive ,4,0,0,1,1,0,0
অসাধারণ,Positive ,3,0,0,0,1,0,0
ভালোবাসা অবিরাম,Positive ,0,0,0,0,0,0,0
হুম ঠিক আছে,Positive ,2,0,0,0,0,0,0
কি সুন্দর চোখ,Positive ,0,0,0,0,0,0,0
ও হে প্রিয় ক্যারেক্টার,Positive ,2,0,0,1,1,0,0
এমন করে তাকিও না মায়ায় পড়ে যাবো,Positive ,2,0,0,0,0,0,0
ভালোবাসা অবিরাম আপু,Positive ,4,0,0,1,1,0,0
নমস্কার দিদি কেমন আছেন,Positive ,0,0,0,0,0,0,0
ভালোবাসা অবিরাম আপু,Positive ,1,0,0,1,0,0,0
হেতি আমার অতীতের স্বপ্ন রাণী,Positive ,0,0,0,0,0,0,0
দারুণ লাগছে,Positive ,1,0,0,0,0,0,0
নাইচ দিদি,Positive ,1,0,0,0,0,0,0
ভালোবাসা অবিরাম,Positive ,3,1,0,1,1,0,0
তুমি ভেঙ্গে পড়ো না খুলতে থাকো সফল তুমি হবেই,Negative ,7,27,0,2,1,0,1
খুব সুন্দর,Positive ,3,1,0,1,0,0,0
এরিও সিনহা!,Positive ,3,0,0,1,0,0,0
জোশ জোশ জোশ,Positive ,2,0,0,1,0,0,0
অনেক সুন্দর,Positive ,2,0,0,1,0,0,0
উপ্স বেইপি,Positive ,0,0,0,0,0,0,0
অসাধারণ,Positive ,5,0,0,1,0,0,0
নাইস গো দিদি,Positive ,5,0,0,1,0,0,0
ফুটফুটে সুন্দর,Positive ,1,0,0,1,0,0,0
এক্সিলেন্ট,Positive ,4,0,0,1,0,0,0
কি ঘটে,Positive ,1,0,0,0,0,0,0
সুড়ঙ্গ,Negative ,0,0,0,1,0,0,0
ইয়াম্মি জুস,Negative ,0,0,0,0,0,0,0
খোলাখুলি জিন্দাবাদ,Negative ,0,1,0,1,0,0,0
শাকিব খানের সাথে আবারও দেখতে চাই।,Positive ,4,0,0,1,0,0,0
জামাটা বেশিই বড়,Negative ,0,0,0,0,0,0,0
ওয়াও জুস,Negative ,1,0,0,0,0,0,0
"তাহলে এটাই ঘটছে তোমার সাথে, অথচ আমি ছিলাম না",Neutral ,3,0,0,1,0,0,0
খুল্লেই সফল,Negative ,0,0,0,1,0,0,0
কি ঘটে,Negative ,0,0,0,1,0,0,0
হালা গরীব,Negative ,0,0,0,0,0,0,0
"ছিঃ হাফপ্যান্ট ছাড়া পোস্ট, লাফের লগে দেখা গেছে চিকন দুইটা রোষ্ট",Negative ,0,0,0,0,0,0,0
"আমাদের দেশের সেরা আইকন,আমার সবচেয়ে সেরা নায়িকা",Positive ,0,0,0,0,0,0,0
লাফ দেওয়ার সময় সবাই একটু আশা নিয়ে তাকিয়ে ছিলো,Negative ,1,2,0,1,0,0,0
তুমি ভেঙ্গে পড়ো না,Positive ,0,0,0,1,0,0,0
"তাকেই ভালোবাসো""যে লক্ষ মানুষ এর সামনেও,
তোমাকে পরিচয় দিতে লজ্জা বোধ করবে না",Neutral ,0,0,0,0,0,0,0
এমন ড্রেস করে ছবি ভিডিও আর করিও না,Negative ,3,1,0,1,0,0,0
প্যান্ট কই😂,Negative ,2,0,0,1,0,0,0
বিয়ের পরে তুমি একটু দুষ্ট হয়ে গেছো,Neutral ,0,0,0,1,0,0,0
আমার ডেনিমের জ্যাকেট টা নিছে গা,Negative ,2,1,0,1,0,0,0
বেতরে কিছু পরিশ্নি?,Negative ,0,0,0,0,0,0,0
ন্যাংটু,Negative ,2,0,0,0,0,0,0
"প্লিজ আপনি ভারতে চলে যান, দেশীয় সংস্কৃতিকে কলুষিত করবেন না। প্লিজ",Neutral ,3,0,0,0,0,0,0
বিড়াল খাইয়ে ফেলবে দেখলে,Negative ,2,0,0,0,0,0,0
"আল্লাহ্ মাফ করুক,,,",Neutral ,0,0,0,0,0,0,0
আচ্ছা বিহ্যান্ড সীন টা ইনবক্স করো।। একবার দেখে ডিলিট করে দিব।।,Negative ,0,0,0,0,0,0,0
"আফা, প্যান্ট কি নিচে আছে না ঐটা পড়েন নাই",Negative ,0,1,0,0,0,0,0
ফালতু,Negative ,0,0,0,0,0,0,0
পায়জামা কিনার টাকা নাই ফকিন্নি রাস্তায় ভিকা কর।আর যোদি সবাকে তোর উলঙ্গ দেহ দেখাতে চাও তাহলে চারদেয়ের ভিরতে দেখাও যাদের ইচ্ছা হবে ভিপিএন দিয়ে দেখবে,Negative ,0,0,0,0,0,0,0
জামাটা আরেকটু খাঁটো হলে কিছু একটা দেখতে পাওয়া যেত ফাল দেওয়ার সময়‌ হুম।,Negative ,0,0,0,0,0,0,0
যত ছোট কাপড় তত ভাইরাল,Negative ,0,0,0,0,0,0,0
লাল পরি,Positive ,8,0,0,1,0,0,0
ফুলের সামনে আরেকটা ফুল,Positive ,9,0,0,2,0,0,0
খুব সুন্দর,Positive ,6,0,0,0,0,0,0
"তোমার জন্য সিন্ধুর নীল আরো হবে স্বপ্নীল
উদাস দুপুরে রাগ বসন্ত গাইবে সোনালী চিল",Positive ,5,0,0,1,0,0,0
ভালোবাসা অবিরাম প্রিয়,Positive ,5,0,0,1,0,0,0
অসাধারণ,Positive ,4,0,0,1,0,0,0
সুন্দরী,Positive ,0,0,0,0,0,0,0
অনেক ভালোবাসা,Positive ,0,0,0,0,0,0,0
প্রাক্তন,Neutral ,6,0,0,1,0,0,0
অসাধারণ,Positive ,0,0,0,0,0,0,0
"উফ,,,",Positive ,0,0,0,0,0,0,0
সুন্দর,Positive ,8,0,0,0,1,0,0
অসাধারণ সুন্দর,Positive ,5,0,0,0,0,0,0
ভালবাসা ❤️,Positive ,3,0,0,0,0,0,0
"সারিতে সুন্দর, সারিতে যাদু , সারিতে অপরূপ সুন্দরী ❤️ প্রিয় নায়িকা ,
সারিতে পরী…",Positive ,2,0,0,0,0,0,0
তুমি শরৎচন্দ্রের লিখা প্রত্যেকটা লাইনের মতো সুন্দর!,Positive ,2,0,0,0,0,0,0
অনেক সুন্দর লাগছে,Positive ,0,0,0,0,0,0,0
মাশাআল্লাহ আপু,Positive ,8,1,0,0,1,0,0
প্রিয় আপু। হয়তো আমার সারাজীবনই কেটে যাবে শুধুমাত্র আপনার একটি রিপ্লাই পাওয়ার আশায়।,Neutral ,5,0,0,0,0,0,0
ভাবি আমার পরিয়াছে লাল রংগের সাড়ি,Positive ,1,0,0,0,0,0,0
সুন্দর,Positive ,4,0,0,0,0,0,0
অনেক সুন্দ র লাগে ছে আপু,Positive ,2,0,0,0,1,0,0
অসাধারণ লাগছে আপু,Positive ,4,0,0,0,1,0,0
দারুন লাগছে তোমাকে দিদি,Positive ,3,0,0,0,0,0,0
শাড়িটা খুব সুন্দর,Positive ,2,0,0,0,0,0,0
এই ছবির ক্যাপশন হওয়া উচিত জামাই যখন ফটোগ্রাফার।,Neutral ,1,0,0,0,0,0,0
কমলা সুন্দরী,Positive ,4,0,0,0,0,0,0
খুব সুন্দর,Positive ,0,0,0,0,0,0,0
পুরাতন হয়ে গেলা,Negative ,0,0,0,0,0,0,0
কমলা সুন্দরী,Positive ,1,0,0,0,0,0,0
অসাধারণ লুক,Positive ,0,0,0,0,0,0,0
ফাইন,Positive ,0,0,0,0,0,0,0
অনেক বেশি সুন্দরী,Positive ,0,0,0,0,0,0,0
আমার গল্পের তুমি সুন্দরী,Positive ,3,1,0,0,0,0,0
কমলা সুন্দরী,Positive ,0,0,0,0,0,0,0
এতো রুপের বড়াই.. করিস না...!!!এই রুপ চিরদিন থাকবেনা..,Negative ,1,0,0,0,0,0,0
জীবনের প্রথম প্রেম তুমি প্রিয়,Positive ,0,0,0,0,0,0,0
শাড়িতে নারী,Positive ,0,0,0,0,0,0,0
আপনি আমার খুব শখের একটা মানুষ,Positive ,3,0,0,0,0,0,0
তোমার হাসিটা অনেক সুন্দর,Positive ,0,0,0,0,0,0,0
অপূর্ব সুন্দর লাগছে,Positive ,18,4,0,1,0,0,0
ভালোবাসা অবিরাম,Positive ,10,1,0,0,0,0,0
আবেগ গভীর মোহের সন্নিবেশিত,Positive ,2,0,0,0,0,0,0
অনেক সুন্দর লাগছে তোমায়,Positive ,4,0,0,1,0,0,0
শ্যামবর্ণ মেয়ে 💛হুমায়ন আহমেদের সোনার কন্যা,Positive ,8,0,0,0,0,0,0
জোক আচে উট,Neutral ,3,2,0,0,0,0,0
ভালোবাসি বলেই তো ভালোবাসি,Positive ,1,0,0,0,0,0,0
দেখে মনে হচ্ছে নাটকটি অনেক সুন্দর হবে শুভকামনা রইল,Positive ,1,0,0,0,0,0,0
খুব সুন্দর,Positive ,7,1,0,1,0,0,0
"হাতে রেখা দেখে মিলাম এমন রেখা দেখিনি কাহার হাতে, তাইত তোমার মত হতে পারেনি কেউ জগৎতে",Neutral ,0,0,0,0,0,0,0
অসাধারণ গো দিদি,Positive ,0,0,0,0,0,0,0
দারুণ!,Positive ,0,0,0,0,0,0,0
আলাবিউ,Positive ,5,0,0,0,0,0,0
বিউটিফুল,Positive ,1,0,0,0,0,0,0
আচ্ছা দারুন তো 😳,Positive ,1,0,0,0,0,0,0
এই ছবির নায়ক হিসেবে আমাকে নেন।,Neutral ,5,0,0,0,0,0,0
ভালোবাসার মতোই সুন্দর লাগছে,Positive ,2,0,0,0,0,0,0
অসাধারন,Negative ,1,0,0,0,0,0,0
ইসস একটুর জন্য,Positive ,10,11,0,3,1,0,0
"কোনদিন সুন্দর লাগে না
এই ছবিগুলা দারুণ",Positive ,1,0,0,0,0,0,0
আহা,Positive ,13,0,0,2,2,0,0
ওরে ঘাস,Neutral ,7,0,0,1,0,0,0
কি দারুন দেখতে তুমি,Positive ,1,0,0,0,0,0,0
এভাবেই ভালোবেসে যেও প্রিয়,Positive ,2,0,0,0,0,0,0
শুভকামনা প্রিয়ো ভালোবাসা অবিরাম,Positive ,1,0,0,0,0,0,0
সত্যিই অসাধারণ,Positive ,1,0,0,0,0,0,0
অসাধারণ,Positive ,1,0,0,1,0,0,0
কি আর বলবো,Positive ,9,0,0,1,2,0,0
এইটাই দেখার বাকি ছিলো,Negative ,1,0,0,0,0,0,0
সুন্দর,Positive ,1,0,0,0,0,0,0
অসাধারণ,Positive ,4,0,0,0,1,0,0
অসাধারণ আপু,Positive ,3,0,0,1,1,0,0
আমি হাসি বাট আমার ঠোঁট হাসে না,Positive ,1,0,0,0,0,0,0
আমি কবে হাসি দিছি তা ভুলেই গেছি আর তুমি কি বলো এইসব,Neutral ,1,0,0,0,0,0,0
বইন এইবার প্রেমে পরছে,Neutral ,5,0,0,1,1,0,0
ভীষণ ভালো লাগছে।,Positive ,1,0,0,0,0,0,0
মাশা-আল্লাহ্ খুব সুন্দর লাগছে,Positive ,2,0,0,0,0,0,0
অসাধারণ একটি ছবি পোস্ট করলেন,Positive ,0,0,0,1,0,0,0
অনেক পিকি তোলা হয়েছে কিন্তু তাহলে কি হলো,Neutral ,0,0,0,0,0,0,0
আমি আসতাছি বালিশ নিয়া,Negative ,3,1,0,1,0,0,0
আর তুমি ঘাসের উপর শুয়েছো বলে তোমাকে আরো বেশি সুন্দর লাগছে,Positive ,0,1,0,0,0,0,0
"তোমার জন্য নীলচে তারার একটুখানি আলো,
ভোরের রং রাতে মিশে কালো,
কাঠ গোলাপের সাদার মায়ায় মিশিয়ে দিয়ে ভাবি,
আবছা নীল তোমার লাগে ভালো",Positive ,0,0,0,1,0,0,0
মাশাআল্লাহ 🥰কুইন 🥰সুন্দর মানুষ কে সব কিছুতেই সুন্দর লাগে।,Positive ,2,0,0,0,0,0,0
অসাধারণ লাগছে আপু,Positive ,5,1,0,1,0,0,0
না দেখাইলে ভালো হতো,Neutral ,1,0,0,0,0,0,0
"কিছু হবে চোখের ইশারায়,
কিছু হবে চোখের চাহনিতে
কি বলবে",Positive ,1,0,0,0,0,0,0
সেরকম হয়েছে ছবি গুলা দারুন,Positive ,1,0,0,0,0,0,0
চমৎকার,Positive ,1,0,0,0,0,0,0
ভীষণ সুন্দর,Positive ,1,0,0,0,0,0,0
খুব সুন্দর আপি,Positive ,1,0,0,1,0,0,0
ভীষণ সুন্দর লাগছে বাঙালি বেশে,Positive ,2,0,0,0,0,0,0
শাড়ীতেই হইছে বাঙালি নারী,Positive ,2,0,0,0,0,0,0
অসাধারণ,Positive ,1,0,0,0,0,0,0
"ভালোবাসা অনেক।
সেটা শুধু ফেইসবুকে।
বাস্তবতায় শুধু হাহাকার",Neutral ,2,0,0,0,0,0,0
ভালোবাসি..,Positive ,2,0,0,0,0,0,0
বুঝেনা সে বুঝেনা,Neutral ,4,0,0,1,0,0,0
"আজ পর্যন্ত একটা প্রেমও করতে পারলাম না.!🦋🥺
🦋বাসর রাতে বউকে কি জবাব দিমু.!",Negative ,2,0,0,0,0,0,0
অনেক সুন্দর আপু,Positive ,6,0,0,1,0,0,0
আহ্ ভালোবাসা,Positive ,8,0,0,2,2,0,0
জীবন ও না,Positive ,9,0,0,2,3,0,0
ঘরে জায়গা নাই?,Negative ,4,2,0,1,0,0,0
"তুমি হাসলে আমার ঠোঁটে হাসি
তুমি আসলে জোনাকি রাশিরাশি
রাখি আগলে তোমায় অনুরাগে
বল কিভাবে বোঝাই ভালোবাসি?❤️
জীবন সুন্দর",Positive ,5,0,0,1,0,0,0
আমি বুঝি তুমি আমাকে ভালোবাসো আর বোঝানো লাগবে না,Neutral ,6,0,0,1,0,0,0
অনেক দিন পর আপুকে দেখলাম,Positive ,10,0,0,2,0,0,1
বুঝছি,Negative ,2,1,0,0,0,0,0
এক কথাই অপূর্ব,Positive ,0,0,0,0,0,0,0
অসাধারণ অনুভূতি দারুণ ছবি,Positive ,5,0,0,1,0,0,0
এত ভালবাসা কোথায় রাকিবো আমি।,Positive ,1,0,0,0,0,0,0
অপূর্ব সুন্দর লাগছে,Positive ,1,0,0,0,0,0,0
এর উত্তর বাংলাদেশের একজন গবেষক আছেন। তিনিই দিতে পারবেন। এর আগেও তিনি অনেক কিছুর বিকল্প বলে দিয়েছেন,Neutral ,3,0,0,0,0,0,0
অবস্থাতো ভালো বুঝা যাচ্ছে না,Negative ,1,0,0,0,0,0,0
আমরা কমেন্ট পড়তে এসেছি কমেন্ট পড়া হয়ে গেলে চলে যাবো 😂😂😂আমার মতো কারা কমেন্ট পড়তে এসেছো লাইক করো,Neutral ,1,0,0,0,0,0,0
এই সুন্দরি আমার মন নিলো কাড়িয়া,Positive ,0,1,0,0,0,0,0
অপূর্ব সুন্দর লাগছে,Positive ,0,0,0,0,0,0,0
অসাধারণ,Positive ,4,1,0,0,0,0,0
ভালো লাগছে প্রচুর ভালো লাগছে,Positive ,0,0,0,0,0,0,0
Zoom করে বিউটি স্পট খুঁজতে ছিলাম।,Negative ,1,0,0,0,0,0,0
এই একটা নায়িকারেই কেনো জানি না আমার ভাল্লাগে না,Neutral ,0,1,0,0,0,0,0
নাবি টা দেখাইলা না সোনা,Negative ,0,1,0,0,0,0,0
পুরা অসাধারণ পিক,Positive ,4,0,0,1,0,0,0
তুমি আমাকে একবার পেয়ে গেলে মেসির মতো শুধু জিততেই থাকবা.!,Neutral ,0,0,0,0,0,0,0
দেখতে একদমই সহজ সরল অভিনয়ের প্রত্যেকটা ক্যারেক্টারের সাথে নিজেকে এত সুন্দর ভাবে মিলিয়ে নিতে পারে কিভাবে তা সৃষ্টিকর্তা ছাড়া আর কেউ বলতে পারে না,Positive ,1,0,0,0,0,0,0
অপূর্ব সুন্দর লাগছে,Positive ,0,0,0,0,0,0,0
পছন্দের মানুষ,Positive ,4,0,0,1,1,0,0
আমি আসতাছি বালিশ নিয়া,Negative ,2,0,0,1,0,0,0
চোখ দেখেই বুঝেছি ভালোবাস_মুখে কিছু বলতে হবে না,Positive ,3,0,0,1,0,0,0
শাড়ী টা ঠিক কর,Negative ,0,1,0,0,0,0,0
উপ্স বেইপি,Negative ,0,0,0,0,0,0,0
সাদামাটা সুন্দরী,Positive ,3,0,0,1,0,0,0
মন চাই,Positive ,4,0,0,1,0,0,0
ভিষণ সুন্দর হাসি,Positive ,5,0,0,2,0,0,0
অপূর্ব অনিন্দ্য সুন্দর,Positive ,0,0,0,0,0,0,0
"আমার আরেকটা ভালবাসা হচ্ছো তুমি
শুধুই তুমি",Positive ,0,1,0,0,0,0,0
এতো ভালো লাগে কেন তোমারে,Positive ,0,0,0,0,0,0,0
"অসাধরন সুন্দরী লাগছে💯🌹
বলার ভাষা পাচ্ছি না
Just Wowwwww
এমন রূপ যা পূর্ণিমার চাঁদকে ও হার মানায়।
I wish I could see you!",Positive ,0,0,0,0,0,0,0
সুন্দর তো,Positive ,2,0,0,1,0,0,0
পাহাড় কোথায়?,Negative ,0,0,0,0,0,0,0
আপনাকে সেই লাগছে আপু,Positive ,0,0,0,0,0,0,0
"এমনে কেউ থাকে, জোক লাগবো তো, কানে পিপড়া ও যাইতে পারে",Negative ,0,0,0,0,0,0,0
এ জেন মরুভূমির বুকে মাঊন এভারেস্ট,Negative ,0,1,0,0,0,0,0
হাসি টা অনেক সুন্দর,Positive ,1,0,0,0,0,0,0
আমি তোমার হতে চাই,Positive ,4,0,0,1,0,0,0
"আমার পাখি,",Positive ,2,0,0,0,0,0,0
এক কথাই অপূর্ব _,Positive ,7,0,0,2,1,0,0
অসাধারণ!,Positive ,2,0,0,0,0,0,0
"এই জীবনের ফ্রেমটা অনেক বড়, শুধু সুন্দর মানুষ আর মুগ্ধতা দিয়ে জীবন আসলে পূর্ণতা পায় না!
হয়তো চাইলেই দ'শটা বি‌শটা মানুষের সাথে সম্পর্ক রাখাই যায়,তবে একটা মানুষের সাথে থেকে দেখো জীবনের ফ্রেমটা সম্পূর্ণ পূর্ণ হয়ে যাবে!",Neutral ,0,0,0,0,0,0,0
এইভাবে শাড়ী পরে অপেক্ষা করলে ভালোবাসি বুঝাইতে হয় না,Positive ,0,0,0,0,0,0,0
আগুন,Negative ,0,0,0,0,0,0,0
এক কথায় বলতে গেলে............ বলে বুঝাতে পারবো না,Positive ,2,0,0,0,0,0,0
সুন্দর তো,Positive ,3,0,0,1,1,0,0
এত্ত ক্যা,Positive ,0,0,0,0,0,0,0
মনে রঙ লাগছে,Positive ,0,0,0,0,0,0,0
মাশাআল্লাহ,Positive ,0,0,0,0,0,0,0
আমার পাখি টা,Positive ,3,1,0,1,0,0,0
ফুটফুটে সুন্দর,Positive ,3,1,0,1,0,0,0
হাসি হাসি,Positive ,1,0,0,0,0,0,0
বাহ্ অপূর্ব,Positive ,1,0,0,0,0,0,0
একটু🥵,Positive ,0,2,0,0,0,0,0
অসাধারণ বুড়ি,Negative ,1,0,0,0,1,0,0
সুন্দর,Positive ,2,0,0,0,0,0,0
আমি তো আটকে গেছি,Negative ,0,0,0,0,0,0,0
আহ্ সুন্দরী আপু,Positive ,1,0,0,0,0,0,0
তুমি এত সুন্দর কেন গো,Positive ,1,0,0,0,0,0,0
বাহ চমৎকার হাসি,Positive ,2,0,0,1,0,0,0
"আমার পরান টা,",Positive ,1,0,0,0,0,0,0
তুমি তো নায়কা,Positive ,0,0,0,0,0,0,0
খুব সুন্দর,Positive ,0,0,0,0,0,0,0
অসাধারণ চিকনি,Positive ,1,0,0,0,1,0,0
ভালোবাসা টা,Positive ,1,0,0,0,0,0,0
অনেক সুন্দর লাগছে আপনাকে!,Positive ,0,0,0,0,0,0,0
বেনজির এর খেলার সাথী,Negative ,0,0,0,0,0,0,0
অপূর্ব অসাধারণ ১০০% বাঙালি মেয়ে লাগের লাভ ইউ,Negative ,0,0,0,0,0,0,0
"অসাধারণ সুন্দর,,,,, কিন্তু",Positive ,1,0,0,0,1,0,0
মাশা আল্লাহ,Positive ,1,0,0,0,0,0,0
অপূর্ব সুন্দর লাগছে আপনাকে।,Positive ,0,0,0,0,0,0,0
অনেক সুন্দর লাগতাছে,Positive ,0,0,0,0,0,0,0
প্রিয় আপু,Positive ,0,0,0,0,0,0,0
অসাধারণ,Positive ,0,0,0,0,0,0,0
অসাধারন লাগছে,Positive ,0,0,0,0,0,0,0
ঘাসে শুইলে নাকে কানে পোকা জোঁকা ঢোকার রিস্ক থাকে!,Negative ,0,0,0,0,0,0,0
যে জিনিস যেখানে দেখানো উচিত সেখানে দেখানো ভালো। এখানে না।,Negative ,0,0,0,0,0,0,0
অস্থির,Positive ,1,0,0,0,0,0,0
খুবই উর্বর মাটি,Negative ,1,0,0,0,0,0,0
মারাত্মক,Positive ,0,0,0,0,0,0,0
সুন্দর,Positive ,0,0,0,0,1,0,0
অসম্ভব সুন্দর,Positive ,1,0,0,0,0,0,0
আবার দেখা হবে আপু,Positive ,0,0,0,0,0,0,0
আমার ক্রাশ টা,Positive ,0,0,0,0,0,0,0
বেঞ্জির আংকেল আইয়ের,Negative ,1,0,0,0,0,0,0
"অসাধারণ,💚✅
🌿🔰প্রিয়",Positive ,0,1,0,0,0,0,1
অনেক সুন্দর আপু কেমন আছেন,Positive ,1,0,0,0,0,0,0
পছন্দের একজন,Positive ,0,0,0,0,0,0,0
প্রাকৃত খাটি বাঙ্গালী নারী,Positive ,2,0,0,0,0,0,0
খুব সুন্দর,Positive ,0,0,0,0,0,0,0
ঢাকা ফিজিক্যাল এ স্বাগতম প্রিয়🙂,Positive ,2,0,0,0,0,0,0
মাসুদ আর ভালো হতে পারলো না,Negative ,0,0,0,0,0,0,0
ও প্রিয়,Positive ,1,0,0,0,0,0,0
ক্যামেরাম্যান জালদি ফোকাস কারো ❤️,Positive ,1,0,0,0,0,0,0
ভালোবাসা,Positive ,0,0,0,0,0,0,0
তুমি মেডিকেলে দেখতে যাও রাজকে,Negative ,1,1,0,0,1,0,0
চাইছিলাম না কমেন্টস করতে কিন্তু তোমার রূপের প্রেমে পড়ে মনের কিছু কথা জানান দিতে ছোট্ট এই কমেন্টস,Positive ,4,0,0,1,0,0,0
উফ!!,Positive ,1,0,0,0,0,0,0
পারফেক্ট সুন্দর,Positive ,0,0,0,0,0,0,0
"সুন্দর,",Positive ,0,0,0,0,0,0,0
ভালোবাসি মিম,Positive ,1,0,0,0,0,0,0
দিদি তুমি অনেক সুন্দর,Positive ,0,0,0,0,0,0,0
কমেন্ট করা বাদ দিয়া দিছি,Positive ,0,0,0,0,0,0,0
লজ্জায় পড়ে যাই দেখলে ওই হাসি,Positive ,0,1,0,0,0,0,0
সোনার কন্যা,Positive ,0,0,0,0,0,0,0
ভালোবাসিলে তো আই কিত্তাম,Neutral ,1,0,0,1,0,0,0
আমার চোখ শুধুই ওই কোমড়েই আটকে যায়,Negative ,0,0,0,0,0,0,0
অসাধারণ,Positive ,0,0,0,0,0,0,0
"এতো জন কে ভালোবাসলে
এক জনকে বোঝাবেন কিভাবে",Positive ,1,2,0,0,0,0,0
অপূর্ব,Positive ,0,0,0,1,0,0,0
আসলেই শারীতেই নারী সুন্দর,Positive ,0,0,0,0,0,0,0
এই রুপ চির দিনের জন্য নাহ। হারিয়ে যাবে ফিরে আসবে না।যত দিন যায় মনের আশা বেড়ে যায়। শেষ নিশ্বাস খুব কাছে চলে আসছে। জীবন বদলান।,Neutral ,1,0,0,0,0,0,0
